time,heading
1633007790351529993,0.5487174987792969
1633007790351812690,0.5133582353591919
1633007790361733386,0.47353896498680115
1633007790361988093,0.4336909055709839
1633007790362197667,0.3968171179294586
1633007790372173926,0.3624400794506073
1633007790372410088,0.33092278242111206
1633007790372654825,0.3044613003730774
1633007790372969954,0.28474974632263184
1633007790383010574,0.27577632665634155
1633007790383422573,0.27980318665504456
1633007790383485589,0.29827067255973816
1633007790393678175,0.3256239891052246
1633007790394341037,0.35672372579574585
1633007790394343542,0.3898550271987915
1633007790403841804,0.4237159192562103
1633007790404112317,0.460692822933197
1633007790404333466,0.5065374374389648
1633007790414408928,0.5603336691856384
1633007790414603008,0.6208428144454956
1633007790414809912,0.6826261878013611
1633007790424876593,0.7431731224060059
1633007790425051748,0.798974871635437
1633007790425506697,0.8482906222343445
1633007790435340305,0.8938525319099426
1633007790435542719,0.9391422867774963
1633007790435736908,0.9844745993614197
1633007790445722220,1.0298672914505005
1633007790446100897,1.076969861984253
1633007790446318916,1.122503638267517
1633007790456312718,1.1654002666473389
1633007790456727976,1.2029045820236206
1633007790456901170,1.233651041984558
1633007790466676772,1.2590359449386597
1633007790467000583,1.2778542041778564
1633007790467227534,1.288381576538086
1633007790467459295,1.2859795093536377
1633007790477296953,1.263948917388916
1633007790477620626,1.2235701084136963
1633007790477890663,1.1649621725082397
1633007790487798868,1.085447072982788
1633007790488068088,0.9854063987731934
1633007790488393126,0.8727743029594421
1633007790498338251,0.7598559260368347
1633007790498609749,0.6615861058235168
1633007790498936277,0.5919530391693115
1633007790530400901,0.5567218065261841
1633007790530406786,0.5539126396179199
1633007790530411421,0.5796297788619995
1633007790530417147,0.6243582367897034
1633007790530421828,0.6771754622459412
1633007790530443090,0.7359705567359924
1633007790530448761,0.8100479245185852
1633007790530456076,0.9052543640136719
1633007790530463060,1.0152779817581177
1633007790530468217,1.1357182264328003
1633007790549159726,1.2715646028518677
1633007790549162912,1.4242782592773438
1633007790549172983,1.5889838933944702
1633007790549183969,1.7630176544189453
1633007790551087329,1.9428106546401978
1633007790556810843,2.119767904281616
1633007790561276001,2.291465997695923
1633007790561493248,2.462012529373169
1633007790561802081,2.6314890384674072
1633007790573210749,2.7947518825531006
1633007790573213413,2.9486515522003174
1633007790573229367,3.0874955654144287
1633007790583321720,3.2129242420196533
1633007790583330311,3.322324275970459
1633007790583339541,3.414889097213745
1633007790592649282,3.493363857269287
1633007790593101000,3.5550427436828613
1633007790593422699,3.5888192653656006
1633007790593649717,3.599686861038208
1633007790603766802,3.607144355773926
1633007790603771498,3.6162302494049072
1633007790622218895,3.6193580627441406
1633007790622228554,3.6111860275268555
1633007790622289005,3.590970277786255
1633007790622346293,3.5613300800323486
1633007790624928340,3.5251429080963135
1633007790626650232,3.4862000942230225
1633007790626655400,3.4448323249816895
1633007790634802847,3.400278091430664
1633007790635049626,3.3500349521636963
1633007790635124460,3.291473150253296
1633007790645247939,3.2268097400665283
1633007790645442783,3.1626296043395996
1633007790645690448,3.1086623668670654
1633007790656883885,3.076613664627075
1633007790656888420,3.071303129196167
1633007790656897999,3.0851902961730957
1633007790666108610,3.1128783226013184
1633007790666340519,3.149188995361328
1633007790666629729,3.175361394882202
1633007790676532869,3.188621759414673
1633007790676771834,3.2070419788360596
1633007790677041421,3.2404768466949463
1633007790687065859,3.292863607406616
1633007790687526959,3.3631553649902344
1633007790687543982,3.4380836486816406
1633007790697486965,3.509167432785034
1633007790697796368,3.5761170387268066
1633007790698033106,3.639770030975342
1633007790698274596,3.6982882022857666
1633007790698521113,3.7472634315490723
1633007790698753180,3.7829482555389404
1633007790708388832,3.8068172931671143
1633007790708648978,3.8264946937561035
1633007790718741853,3.8485512733459473
1633007790718965035,3.8805556297302246
1633007790729100779,3.9235050678253174
1633007790729330156,3.969259738922119
1633007790730199518,4.008772373199463
1633007790730228897,4.039379119873047
1633007790739632607,4.0656280517578125
1633007790739887635,4.083151340484619
1633007790750140094,4.085876941680908
1633007790750409052,4.076598644256592
1633007790750601053,4.072132110595703
1633007790750868246,4.076209545135498
1633007790760946329,4.088263511657715
1633007790760962226,4.108184337615967
1633007790761230144,4.131661891937256
1633007790771072222,4.155299663543701
1633007790771270947,4.178937911987305
1633007790771488073,4.211431503295898
1633007790785211548,4.253044605255127
1633007790785220130,4.298315525054932
1633007790785226211,4.3401713371276855
1633007790792183425,4.372678756713867
1633007790792188366,4.396605491638184
1633007790792452817,4.420413017272949
1633007790802493954,4.451914310455322
1633007790802758566,4.497981548309326
1633007790802986217,4.556393623352051
1633007790803290431,4.626171112060547
1633007790821014543,4.708253383636475
1633007790821018758,4.794922828674316
1633007790823407763,4.8723297119140625
1633007790823679720,4.938432693481445
1633007790823882317,4.997020244598389
1633007790833968121,5.052518844604492
1633007790834173495,5.108935832977295
1633007790834380447,5.167019367218018
1633007790844370376,5.223439693450928
1633007790844559104,5.278773307800293
1633007790844947221,5.333193302154541
1633007790845169327,5.389908790588379
1633007790845398936,5.452139377593994
1633007790855135234,5.527660846710205
1633007790855291160,5.619953632354736
1633007790855488324,5.728984355926514
1633007790865535737,5.84877872467041
1633007790865760000,5.972012519836426
1633007790866009172,6.087245464324951
1633007790875991101,6.181369781494141
1633007790876216652,6.247058391571045
1633007790876455278,6.279018402099609
1633007790886445646,6.279705047607422
1633007790886722630,6.258456707000732
1633007790886914347,6.228626728057861
1633007790896936784,6.201425075531006
1633007790897150201,6.17685079574585
1633007790897401053,6.151443958282471
1633007790907385408,6.127976417541504
1633007790907732968,6.1102166175842285
1633007790907939410,6.1043291091918945
1633007790908173473,6.115801811218262
1633007790918147209,6.142382621765137
1633007790918337496,6.175932884216309
1633007790933218098,6.207096576690674
1633007790933222308,6.228425979614258
1633007790933247535,6.236217975616455
1633007790939601855,6.231469631195068
1633007790939626742,6.218265533447266
1633007790939632544,6.205019474029541
1633007790939999187,6.195438861846924
1633007790949424768,6.1885151863098145
1633007790949736482,6.187021732330322
1633007790959778243,6.194039344787598
1633007790959948449,6.2105841636657715
1633007790960222725,6.230788230895996
1633007790970251857,6.250716209411621
1633007790970451622,6.269852161407471
1633007790970629100,6.2906694412231445
1633007790980687969,6.317154884338379
1633007790980995311,6.350870132446289
1633007790981219403,6.3905768394470215
1633007790991729551,6.435587406158447
1633007790991732063,6.484618186950684
1633007790991750681,6.533326625823975
1633007791001644337,6.581062316894531
1633007791001919575,6.625930309295654
1633007791002307513,6.66359281539917
1633007791002585031,6.693753242492676
1633007791002781257,6.71767520904541
1633007791012317917,6.737851142883301
1633007791012553237,6.756152629852295
1633007791012848532,6.773209095001221
1633007791013134747,6.79335355758667
1633007791023170366,6.820611476898193
1633007791026713960,6.858694553375244
1633007791034257353,6.907276153564453
1633007791034279988,6.965077877044678
1633007791034285172,7.024321556091309
1633007791043796330,7.078184127807617
1633007791043992583,7.119543075561523
1633007791044199655,7.142843246459961
1633007791054222629,7.148150444030762
1633007791054433494,7.142339706420898
1633007791054658900,7.131020545959473
1633007791064703180,7.120384693145752
1633007791064981741,7.114767551422119
1633007791065223790,7.115696907043457
1633007791075125863,7.123457431793213
1633007791075366626,7.138334274291992
1633007791075588494,7.157253742218018
1633007791085601799,7.176202297210693
1633007791085815995,7.194879055023193
1633007791086045984,7.20958948135376
1633007791086302121,7.21970796585083
1633007791096233045,7.22426700592041
1633007791096882097,7.223516941070557
1633007791096885962,7.221116065979004
1633007791106904744,7.217658996582031
1633007791106942443,7.210691452026367
1633007791107538833,7.200850486755371
1633007791129386486,7.19528865814209
1633007791129390916,7.200561046600342
1633007791129394500,7.221676826477051
1633007791129414287,7.258049011230469
1633007791129420270,7.304113388061523
1633007791129424638,7.353374004364014
1633007791138081680,7.398718357086182
1633007791138353097,7.437975883483887
1633007791148482415,7.471744537353516
1633007791148654400,7.501234531402588
1633007791148964138,7.526700019836426
1633007791149248302,7.546567916870117
1633007791159161250,7.561432361602783
1633007791159286312,7.574050426483154
1633007791159516037,7.585945129394531
1633007791169541424,7.5986456871032715
1633007791169829612,7.607796669006348
1633007791169994542,7.61093282699585
1633007791179995881,7.612464427947998
1633007791180261912,7.61652946472168
1633007791180552205,7.62290620803833
1633007791190454905,7.632270336151123
1633007791190653135,7.641843318939209
1633007791190885091,7.651302814483643
1633007791200921895,7.6571946144104
1633007791201150799,7.659155368804932
1633007791201383790,7.658905029296875
1633007791211444217,7.659092903137207
1633007791211610664,7.659644603729248
1633007791211845518,7.658661365509033
1633007791226429796,7.651557922363281
1633007791226439751,7.6387038230896
1633007791226448897,7.622340202331543
1633007791226453434,7.604058742523193
1633007791232586969,7.583626747131348
