time,heading
1633007182896668304,305.9818420410156
1633007182896917118,305.9818420410156
1633007182897113687,305.9806213378906
1633007182907331656,305.9803161621094
1633007182918804723,305.9800109863281
1633007182918868657,305.9803466796875
1633007182918874359,305.9819030761719
1633007182918942727,305.9825439453125
1633007182918948124,305.9825439453125
1633007182919027535,305.98162841796875
1633007182928320026,305.98162841796875
1633007182928465537,305.9819641113281
1633007182928710088,305.9819641113281
1633007182939178518,305.9810485839844
1633007182939189683,305.98046875
1633007182939565187,305.98016357421875
1633007182949553909,305.9798583984375
1633007182949821819,305.9808044433594
1633007182949840705,305.98175048828125
1633007182959685132,305.982666015625
1633007182959890865,305.9823913574219
1633007182960178644,305.9811706542969
1633007182960402662,305.9814758300781
1633007182970339563,305.9818115234375
1633007182970616978,305.9815368652344
1633007182970908016,305.9809265136719
1633007182980804249,305.9806213378906
1633007182980971826,305.9800109863281
1633007182981362971,305.9803466796875
1633007182981643462,305.98126220703125
1633007182991470563,305.983154296875
1633007182991712028,305.983154296875
1633007182991917463,305.98223876953125
1633007183001797483,305.98162841796875
1633007183002197053,305.98162841796875
1633007183012562852,305.9816589355469
1633007183012566271,305.9816589355469
1633007183012592241,305.9810485839844
1633007183022701823,305.98046875
1633007183023378086,305.98046875
1633007183023381852,305.98046875
1633007183033133026,305.98236083984375
1633007183033657129,305.98297119140625
1633007183033979704,305.982666015625
1633007183043594600,305.9820861816406
1633007183043866563,305.9814758300781
1633007183044088145,305.9814758300781
1633007183054120994,305.9818115234375
1633007183054643271,305.98150634765625
1633007183054654414,305.98089599609375
1633007183064552478,305.9805908203125
1633007183064710019,305.97998046875
1633007183064958716,305.9809265136719
1633007183077789300,305.982177734375
1633007183077793241,305.9825134277344
1633007183077827891,305.9825134277344
1633007183077831278,305.9815979003906
1633007183077854631,305.9812927246094
1633007183077880908,305.98162841796875
1633007183086234629,305.98162841796875
1633007183086237899,305.9813537597656
1633007183096523130,305.9807434082031
1633007183096528025,305.9801330566406
1633007183096619650,305.9801330566406
1633007183107437078,305.9810791015625
1633007183107446076,305.9820251464844
1633007183107472668,305.9826354980469
1633007183126251053,305.9820556640625
1633007183126255131,305.9814453125
1633007183126316249,305.98114013671875
1633007183130241955,305.98114013671875
1633007183130269989,305.9811706542969
1633007183138085277,305.9808654785156
1633007183138267527,305.9802551269531
1633007183138566695,305.9805908203125
1633007183139120950,305.98028564453125
1633007183148608917,305.9818420410156
1633007183148856342,305.9827880859375
1633007183149584935,305.9827880859375
1633007183159139639,305.9815673828125
1633007183159573989,305.9815979003906
1633007183159949334,305.9822082519531
1633007183169650386,305.98223876953125
1633007183169990619,305.98162841796875
1633007183170353927,305.98101806640625
1633007183187677868,305.98101806640625
1633007183187736058,305.9807434082031
1633007183187794800,305.9810485839844
1633007183187852108,305.9822998046875
1633007183191366871,305.9832458496094
1633007183191653197,305.9826354980469
1633007183191659378,305.9820251464844
1633007183201106955,305.9814147949219
1633007183201339099,305.98175048828125
1633007183201536296,305.98175048828125
1633007183211632705,305.98114013671875
1633007183211818653,305.98052978515625
1633007183216968925,305.9802551269531
1633007183222031508,305.9805603027344
1633007183222304464,305.981201171875
1633007183222506396,305.9821472167969
1633007183222812590,305.9827575683594
1633007183232625160,305.9818420410156
1633007183232836322,305.9812316894531
1633007183233061482,305.98126220703125
1633007183243215515,305.98126220703125
1633007183243409043,305.9812927246094
1633007183243626417,305.9809875488281
1633007183253582169,305.9800720214844
1633007183253762101,305.9800720214844
1633007183254031998,305.9801025390625
1633007183264020676,305.9813537597656
1633007183264405750,305.9825744628906
1633007183264698873,305.98260498046875
1633007183274521271,305.9822998046875
1633007183274870280,305.981689453125
1633007183275105538,305.9814147949219
1633007183275394300,305.9817199707031
1633007183285346336,305.9811096191406
1633007183285804978,305.9808044433594
1633007183286150767,305.9808349609375
1633007183296418821,305.9808349609375
1633007183296428265,305.9811706542969
1633007183296450790,305.982421875
