time,heading
1633008673298964510,249.61741638183594
1633008673299219022,249.6082305908203
1633008673299434712,249.59878540039062
1633008673309517811,249.5896453857422
1633008673309697229,249.58116149902344
1633008673309959333,249.5720672607422
1633008673320588857,249.56301879882812
1633008673321434848,249.55422973632812
1633008673321465169,249.54541015625
1633008673331375720,249.53775024414062
1633008673332065631,249.5321807861328
1633008673332071626,249.5253143310547
1633008673336783861,249.51841735839844
1633008673341078997,249.5111083984375
1633008673341258095,249.50436401367188
1633008673341523480,249.5001220703125
1633008673341871277,249.4965362548828
1633008673351712853,249.49267578125
1633008673352062076,249.48817443847656
1633008673352340899,249.48309326171875
1633008673362268453,249.47833251953125
1633008673362502475,249.47299194335938
1633008673362741060,249.4661865234375
1633008673372784580,249.45875549316406
1633008673373050058,249.45034790039062
1633008673373276470,249.44224548339844
1633008673383330933,249.434814453125
1633008673383578820,249.4268341064453
1633008673383734562,249.41796875
1633008673393721479,249.40823364257812
1633008673394057406,249.39862060546875
1633008673394450889,249.3903045654297
1633008673404243081,249.38204956054688
1633008673404403913,249.37342834472656
1633008673404671089,249.3641357421875
1633008673404919327,249.35507202148438
1633008673414821900,249.3450469970703
1633008673415057954,249.33526611328125
1633008673415288332,249.32418823242188
1633008673425282810,249.31271362304688
1633008673425522934,249.3017578125
1633008673425767913,249.29165649414062
1633008673435758177,249.2833709716797
1633008673435968103,249.274169921875
1633008673436216204,249.26409912109375
1633008673446190990,249.25347900390625
1633008673446470342,249.2420654296875
1633008673446775622,249.23138427734375
1633008673456686507,249.2208709716797
1633008673457192803,249.2101593017578
1633008673457397368,249.1988983154297
1633008673467307655,249.18679809570312
1633008673467502270,249.1747589111328
1633008673467773924,249.16249084472656
1633008673478091830,249.14930725097656
1633008673478184142,249.1363983154297
1633008673479139383,249.123779296875
1633008673488226343,249.11170959472656
1633008673488526309,249.0992431640625
1633008673488788217,249.08578491210938
1633008673498750773,249.07040405273438
1633008673498990973,249.0537109375
1633008673499240595,249.0356903076172
1633008673509341212,249.01878356933594
1633008673509531672,249.0011444091797
1633008673509665034,248.98240661621094
1633008673519755462,248.96292114257812
1633008673520144696,248.94236755371094
1633008673520290924,248.92091369628906
1633008673531077233,248.89697265625
1633008673531098178,248.87152099609375
1633008673531105580,248.8446044921875
1633008673540804896,248.81710815429688
1633008673541101579,248.7896728515625
1633008673541245085,248.7626495361328
1633008673541567462,248.73350524902344
1633008673551295704,248.70314025878906
1633008673551516880,248.67100524902344
1633008673551778324,248.63980102539062
1633008673569021890,248.60890197753906
1633008673569031206,248.5775909423828
