time,latitude,longitude
1633007428841888827,61.1787402144165,11.406763342508969
1633007428848996084,61.17874021396207,11.40676334683069
1633007428866729898,61.17874021213281,11.406763361807098
1633007428886725049,61.178740210959056,11.40676336495204
1633007428906717566,61.17874020986455,11.406763365599799
1633007428931419919,61.17874020901896,11.406763369037659
1633007428947936395,61.17874020888603,11.406763370775876
1633007428967903503,61.17874030413572,11.406763307139313
1633007428986794139,61.17874030506382,11.406763309795007
1633007429006846142,61.17874030671398,11.40676331057895
1633007429026783460,61.17874030879604,11.406763312607286
1633007429047274310,61.17874031005832,11.406763318086092
1633007429066713885,61.178740311316524,11.406763326277012
1633007429086744517,61.17874031326717,11.406763334954272
1633007429106766047,61.17874031640869,11.406763340845131
1633007429129026306,61.17874031922204,11.40676334253619
1633007429146913599,61.17874032327775,11.4067633440109
1633007429166730967,61.17874036872516,11.406763284100325
1633007429186741658,61.17874037355461,11.406763289689065
1633007429206755020,61.178740377898194,11.406763292633336
1633007429226780574,61.178740382038235,11.406763291359406
1633007429247166493,61.17874038617234,11.406763288367234
1633007429267613639,61.178740394047765,11.406763283850077
1633007429286794655,61.17874040297007,11.406763281322476
1633007429317204531,61.178740414658066,11.406763277992212
1633007429328856829,61.178740429372496,11.40676327411711
1633007429346898779,61.17874049713658,11.406763214754623
1633007429366769230,61.17874050923326,11.406763214623256
1633007429386848449,61.17874052893956,11.406763214297394
1633007429406773516,61.17874055070419,11.40676321320821
1633007429428137755,61.17874057449527,11.40676321344821
1633007429446966500,61.17874060040028,11.4067632176613
1633007429466719485,61.17874062857917,11.406763223595144
1633007429487110659,61.17874065928343,11.406763229414068
1633007429509097155,61.17874069806953,11.40676323509167
1633007429526753303,61.17874073992198,11.406763238306661
1633007429547272770,61.17874077823994,11.406763239359423
1633007429567524127,61.178740842799314,11.406763180464996
1633007429586730921,61.178740891503956,11.406763180407266
1633007429606964063,61.17874093585004,11.406763179329827
1633007429626747550,61.17874098303705,11.406763174141487
1633007429646720583,61.17874103299684,11.406763165618262
1633007429666705277,61.178741085405484,11.406763156427528
1633007429687208513,61.178741140120785,11.406763150874388
1633007429717134896,61.17874116838612,11.406763149920089
1633007429733008222,61.17874126670285,11.406763151741536
1633007429746718594,61.17874132866364,11.406763152951996
1633007429766724445,61.17874140194883,11.406763044789358
1633007429786803073,61.178741446654485,11.40676303818552
1633007429806733759,61.17874154106101,11.40676301831578
1633007429827435903,61.1787416169902,11.406763007548925
1633007429846720603,61.178741696495834,11.40676300763023
1633007429868034559,61.17874177829665,11.406763017099273
1633007429886811513,61.178741876679865,11.406763028662322
1633007429906881420,61.178741949275484,11.406763029911119
1633007429926769600,61.1787420815651,11.406763015947373
1633007429946746014,61.17874214084529,11.406763007320041
1633007429966787291,61.17874224546075,11.40676293940139
1633007429986740269,61.178742324447875,11.406762942993149
1633007430006792988,61.178742436946436,11.406762958753207
1633007430027164440,61.178742536212305,11.406762968581239
1633007430048905060,61.17874263974939,11.406762965049309
1633007430066725282,61.17874276480058,11.4067629442751
1633007430086817129,61.178742875231535,11.406762920903684
1633007430106722402,61.17874299061305,11.40676290702341
1633007430126816698,61.17874312832046,11.406762908218317
1633007430146722054,61.17874324790751,11.40676291580658
1633007430166834416,61.178743331666055,11.406762794629728
1633007430188828867,61.17874341403614,11.406762787837872
1633007430206740704,61.17874353758925,11.406762769775339
1633007430229985262,61.17874366173686,11.406762756318422
1633007430246713593,61.17874378827276,11.40676276060933
1633007430266720308,61.178743915700856,11.406762773321585
1633007430287547801,61.178744044893385,11.406762772063837
1633007430306765509,61.178744216142974,11.406762748245573
1633007430326768845,61.178744326631666,11.406762741080788
1633007430346738329,61.17874448687494,11.406762755203523
1633007430366729176,61.17874466771681,11.406762624187499
1633007430386839452,61.17874476269545,11.406762619612287
1633007430406755689,61.17874487818948,11.406762602900976
1633007430426955734,61.17874503670724,11.406762579646958
1633007430446718825,61.17874519597976,11.406762573495456
1633007430466694557,61.178745331424636,11.406762563177761
1633007430486739639,61.17874546209298,11.406762543132839
1633007430513064093,61.17874558848275,11.406762527603917
1633007430526723707,61.17874573897281,11.406762526507563
1633007430547200335,61.17874584793828,11.406762523880433
1633007430566794219,61.17874602943858,11.406762389837047
1633007430586711287,61.17874618862088,11.4067623750981
1633007430606752080,61.17874628282836,11.406762375072997
1633007430626750198,61.178746401697275,11.406762375236523
1633007430646866959,61.17874654629234,11.406762362764105
1633007430666735827,61.17874671286206,11.406762330965469
1633007430688064501,61.17874685491501,11.406762309805908
1633007430706783642,61.17874702332048,11.406762303438907
1633007430726734254,61.17874716884319,11.40676229907891
1633007430746746161,61.178747313449854,11.40676228718846
1633007430766710860,61.17874752483126,11.406762237049678
1633007430786714512,61.17874764778383,11.406762223718975
