time,latitude,longitude
1632987948100770599,61.17678092596265,11.411852767277598
1632987948100777268,61.176780925384094,11.411852766542328
1632987948100783890,61.176780924800255,11.411852765813437
1632987948107166420,61.176780924216224,11.411852765097084
1632987948107171232,61.17678092363194,11.411852764393812
1632987948107177184,61.176780923047374,11.411852763703967
1632987948112445462,61.17678092246762,11.4118527630099
1632987948112640467,61.17678092189972,11.411852762286983
1632987948112910824,61.17678092133863,11.411852761552638
1632987948123137901,61.1767809207773,11.411852760831389
1632987948123545590,61.17678092021576,11.411852760122997
1632987948123567111,61.17678091965406,11.41185275942719
1632987948123571183,61.17678091909217,11.411852758744242
1632987948123814549,61.17678091853006,11.411852758074591
1632987948133604134,61.17678091795574,11.411852757403885
1632987948133772363,61.17678091736077,11.411852756721443
1632987948143750261,61.176780916757075,11.411852756041343
1632987948144051874,61.176780916153206,11.411852755373806
1632987948144268722,61.176780915554126,11.411852754701627
1632987948154236675,61.17678091496685,11.41185275400088
1632987948154441552,61.17678091438634,11.41185275328906
1632987948154620587,61.17678091380563,11.411852752590384
1632987948164661312,61.1767809132247,11.41185275190466
1632987948164872031,61.17678091264355,11.41185275123194
1632987948175015435,61.17678091206217,11.411852750572228
1632987948175212407,61.17678091148059,11.411852749925204
1632987948175507278,61.17678091090789,11.411852749259488
1632987948175698539,61.176780910347034,11.411852748565002
1632987948185541869,61.17678090978723,11.411852747871526
1632987948185782395,61.176780909206755,11.411852747166542
1632987948186032465,61.17678090860736,11.411852746451537
1632987948186265939,61.17678090800779,11.411852745749032
1632987948196175341,61.176780907408016,11.411852745059226
1632987948196413925,61.176780875436265,11.411852842748617
1632987948206477713,61.17678087485376,11.411852842044123
1632987948206745841,61.176780874280055,11.411852841321425
1632987948206935987,61.17678087370614,11.411852840611735
1632987948216913616,61.176780873132,11.411852839915124
1632987948217217312,61.17678087255763,11.411852839231559
1632987948217452070,61.176780871983034,11.411852838560847
1632987948227361662,61.17678087140825,11.411852837902906
