time,latitude,longitude
1633007988635394348,61.17992173239945,11.41124032837465
1633007988646734376,61.17992173789309,11.411240334558537
1633007988666742108,61.179921743387844,11.411240340780282
1633007988686706363,61.179921748875074,11.411240346703904
1633007988706710145,61.17992175624924,11.411240354177883
1633007988735411806,61.17992175996838,11.411240357736673
1633007988746861986,61.17992176556248,11.411240362839294
1633007988766737571,61.17992170565607,11.411240324412201
1633007988786709690,61.179921710257126,11.411240329210635
1633007988806762894,61.17992171581601,11.411240334719905
1633007988826783648,61.17992172140193,11.411240339951163
1633007988846782831,61.17992172697361,11.411240345415425
1633007988866815727,61.1799217342212,11.411240353873879
1633007988886791422,61.179921738835745,11.411240358942402
1633007988907140052,61.179921744352185,11.411240364744279
1633007988927976238,61.17992175082477,11.411240371163887
1633007988946978354,61.17992175637012,11.411240376347818
1633007988966794211,61.17992164909736,11.411240337155526
1633007988986886863,61.179921654529366,11.41124034323055
1633007989006724262,61.17992165998088,11.411240349455792
1633007989033899501,61.17992166552167,11.411240355436416
1633007989046769641,61.179921671031735,11.411240361108142
1633007989066720121,61.17992167659735,11.41124036651678
1633007989086704634,61.17992168315404,11.411240372491077
1633007989106701210,61.17992168873482,11.411240378034655
1633007989127547424,61.17992169519093,11.411240384635132
1633007989147388838,61.17992170078648,11.411240390008947
1633007989166762437,61.17992163520536,11.411240349943379
1633007989188013835,61.1799216408318,11.411240354947356
1633007989206722403,61.17992164534468,11.41124036018738
1633007989226825235,61.17992165083397,11.411240366292986
1633007989246726515,61.1799216563421,11.411240372113525
1633007989266704054,61.1799216608076,11.411240377059471
1633007989286714742,61.17992166270524,11.411240383332933
1633007989307802818,61.179921663230566,11.411240386918836
1633007989329678595,61.17992166580115,11.411240403941637
1633007989347235398,61.179921665324706,11.411240413244137
1633007989366743260,61.17992160940739,11.411240441492172
1633007989386806110,61.179921604431904,11.411240453339445
1633007989407084707,61.179921596319936,11.411240474231704
1633007989427702518,61.17992158852597,11.41124050920928
1633007989447162205,61.179921583782345,11.411240545375508
1633007989466720541,61.17992157575391,11.41124058927176
1633007989486766682,61.179921562072465,11.411240640369114
1633007989506748768,61.179921540357036,11.411240725250467
1633007989527597955,61.17992152834072,11.411240791496047
1633007989549174708,61.17992151456472,11.411240899691421
1633007989567355160,61.17992141915051,11.411240868107988
1633007989586980638,61.17992140563877,11.411240967039182
1633007989606731087,61.179921388583814,11.411241075151077
1633007989627792561,61.17992136984906,11.411241192378151
1633007989647375354,61.179921343700514,11.411241375021017
1633007989666710270,61.17992132120225,11.411241549540353
1633007989686976073,61.17992129422541,11.41124174258812
1633007989706755706,61.179921252637655,11.411241987608193
1633007989729104339,61.179921211242956,11.411242212920083
1633007989746727926,61.17992116369587,11.411242496378154
1633007989766711974,61.179921143512956,11.411242373156522
1633007989786781217,61.17992109557801,11.411242684848611
1633007989806824203,61.17992107136142,11.411242821045994
1633007989828560515,61.17992101520132,11.411243095752395
1633007989846736736,61.179920954022606,11.411243375775785
1633007989866718154,61.17992089522238,11.411243670345595
1633007989886777531,61.17992084415529,11.41124398068817
1633007989906727173,61.17992079776501,11.411244306556357
1633007989926834837,61.17992074148574,11.411244710842722
1633007989946711723,61.1799206862987,11.411245085227938
1633007989966780502,61.17992062266962,11.411244925093342
1633007989986716616,61.179920554478194,11.411245331756096
1633007990006763920,61.179920470277594,11.411245827526644
1633007990029460190,61.17992042236714,11.411246119421612
1633007990046765590,61.179920363921966,11.411246486491205
1633007990066767415,61.179920291647626,11.411246929862408
1633007990086800802,61.17992020456515,11.411247385269409
1633007990106726699,61.17992009784251,11.411247841034141
1633007990127950915,61.1799199369074,11.411248441606812
1633007990148932615,61.17991983759981,11.411248830284004
1633007990166720950,61.17991982096335,11.411248738156145
1633007990186708537,61.17991971125477,11.411249362713733
1633007990206736429,61.179919633883564,11.41124994187484
1633007990231158438,61.17991959804182,11.41125024365239
1633007990246720341,61.179919523686635,11.411250871775309
1633007990266772031,61.17991939459157,11.411251748159021
1633007990286736686,61.179919277651784,11.411252406845616
1633007990306726893,61.179919153882125,11.411253057659374
1633007990330470674,61.17991902766002,11.411253702667945
1633007990347305630,61.17991887994909,11.411254457583196
1633007990367253799,61.179918766152525,11.411254131855113
1633007990386748402,61.17991864721786,11.411254796104652
1633007990406732556,61.17991848928352,11.411255708465749
1633007990426849206,61.17991842801584,11.411256056562694
1633007990446781955,61.179918278433334,11.411256870853167
1633007990466732864,61.1799181648407,11.411257444305503
1633007990486721900,61.17991802392565,11.41125812157513
1633007990508357391,61.17991788203801,11.411258795594462
1633007990532522973,61.17991764354774,11.411259765483234
1633007990548739866,61.17991749741911,11.411260290917575
1633007990566743413,61.179917455606535,11.411260395616546
1633007990586732379,61.17991733171633,11.41126116208733
1633007990606726141,61.179917260792394,11.411261978404273
1633007990626729332,61.179917190605195,11.411262812794906
1633007990647924584,61.179917088701956,11.411263516667432
1633007990667070173,61.17991694197601,11.411264193437855
1633007990686733570,61.17991673349004,11.411264948494736
1633007990707437517,61.179916513925754,11.41126566626953
1633007990728985215,61.179916269803016,11.411266546760157
1633007990746757744,61.17991604619234,11.411267509695046
1633007990766735689,61.17991593777466,11.411267772037943
1633007990786718124,61.17991577262587,11.411268636133567
1633007990806716146,61.179915610793245,11.41126948745736
1633007990827307214,61.179915440816245,11.411270356776015
1633007990847135287,61.179915178677064,11.411271515306911
1633007990866723740,61.17991503585955,11.411272071652343
1633007990886718817,61.1799148168083,11.411272885532403
1633007990906722250,61.17991459918224,11.411273728914212
1633007990926753293,61.179914401031525,11.411274628656995
1633007990946714046,61.17991419670225,11.41127571750931
1633007990966732220,61.17991411406123,11.411276144858693
1633007990986864836,61.17991391208628,11.411277090050493
1633007991006716990,61.179913669211885,11.411278188224761
1633007991026754076,61.179913508048585,11.411278985671844
1633007991046767172,61.17991334292977,11.411279932520545
1633007991066700883,61.17991321604149,11.411280689070722
1633007991086719367,61.179913074392026,11.411281423120554
1633007991106940116,61.17991287188815,11.41128228904736
1633007991126885491,61.17991261674994,11.411283240571708
1633007991146734137,61.17991241260666,11.41128406003096
1633007991166752388,61.179912440116574,11.411284393445158
1633007991186719941,61.17991232979584,11.411285182390888
1633007991206809591,61.179912211409786,11.411286082145146
1633007991229068011,61.179912105050754,11.41128683492028
1633007991258183672,61.179911978607414,11.411287580539863
1633007991266705932,61.179911843398614,11.411288282643744
1633007991286915233,61.179911779435066,11.411288624875422
1633007991306732794,61.179911694781715,11.411289536431632
1633007991326795589,61.179911691111684,11.411290115690994
1633007991346741622,61.17991168662166,11.411290937793382
1633007991366719368,61.17991123038198,11.411292164913203
1633007991386746179,61.179911136368894,11.41129314767508
1633007991406720751,61.179911048093615,11.41129385670569
1633007991432534862,61.17991090394891,11.411294670771996
1633007991447498908,61.179910719853616,11.411295393664618
1633007991467922085,61.17991052523764,11.411296070191835
1633007991486741494,61.17991040749026,11.41129667216656
1633007991506731148,61.17991038263207,11.411297178107695
1633007991528966327,61.179910446343456,11.411298056898186
1633007991546730890,61.17991053693988,11.411298741403057
1633007991577042945,61.1799106112229,11.411299370617087
1633007991586840221,61.1799105451057,11.411300058780352
1633007991607315605,61.17991044328729,11.411300751113579
1633007991633381552,61.179910362142685,11.411301489421962
1633007991646740767,61.17991034545317,11.41130227160713
1633007991666706716,61.17991037922054,11.411303045607125
1633007991686715741,61.179910431963066,11.411303939971221
1633007991706704819,61.17991046353788,11.41130444274816
1633007991726813164,61.179910510845765,11.411305066825943
1633007991746925939,61.17991058581876,11.411305810174012
1633007991766722121,61.17991051997392,11.411306424692752
